author,local_guide_info,rating,review,date,price,food,service,atmosphere,recommendations,text_backup
Juan Steensma,5 reseñas,4 estrellas,,Hace un año,,5,4,5,,"Juan Steensma
5 reseñas






Hace un año
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Dan Med,Local Guide · 45 reseñas · 292 fotos,5 estrellas,,Hace un año,,4,5,3,,"Dan Med
Local Guide · 45 reseñas · 292 fotos






Hace un año
Comida: 4
Servicio: 5
Ambiente: 3

Me gusta

Compartir"
Pablo,Local Guide · 231 reseñas · 482 fotos,4 estrellas,,Hace un año,1-10 €,3,3,4,,"Pablo
Local Guide · 231 reseñas · 482 fotos






Hace un año
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €
Comida: 3
Servicio: 3
Ambiente: 4

Me gusta

Compartir"
Alise Urtāne,Local Guide · 28 reseñas · 49 fotos,5 estrellas,Mucha comida gratis,Hace 7 años,,,,,,"Alise Urtāne
Local Guide · 28 reseñas · 49 fotos






Hace 7 años
Mucha comida gratis
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Emilio Franco,Local Guide · 94 reseñas · 17 fotos,4 estrellas,BIEN,Hace 7 años,,,,,,"Emilio Franco
Local Guide · 94 reseñas · 17 fotos






Hace 7 años
BIEN
Traducido por Google ・ Ver original (francés)

Me gusta

Compartir"
Rafael Diaz Lado,4 reseñas,1 estrella,,Hace un año,,1,1,3,,"Rafael Diaz Lado
4 reseñas






Hace un año
Comida: 1
Servicio: 1
Ambiente: 3

Me gusta

Compartir"
Eloisamm,5 reseñas,1 estrella,horrible,Hace un año,1-10 €,,,,,"Eloisamm
5 reseñas






Hace un año
horrible
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
1-10 €

1

Compartir"
Toño ...,4 reseñas,4 estrellas,,Hace un año,,4,4,4,,"Toño ...
4 reseñas






Hace un año
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Jose Ramón Vélez,Local Guide · 12 reseñas · 1 foto,5 estrellas,,Hace un año,,5,5,5,,"Jose Ramón Vélez
Local Guide · 12 reseñas · 1 foto






Hace un año
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
christian peñalva,Local Guide · 39 reseñas · 4 fotos,5 estrellas,,Hace un año,1-10 €,,,,,"christian peñalva
Local Guide · 39 reseñas · 4 fotos






Hace un año
Precio por persona
1-10 €

Me gusta

Compartir"
Alberto Pérez,Local Guide · 125 reseñas · 501 fotos,5 estrellas,Bien,Hace 6 años,,,,,,"Alberto Pérez
Local Guide · 125 reseñas · 501 fotos






Hace 6 años
Bien
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Mishy Tolentino,12 reseñas · 22 fotos,4 estrellas,,Hace un año,10-20 €,3,4,4,,"Mishy Tolentino
12 reseñas · 22 fotos






Hace un año
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €
Comida: 3
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Marcela Ospina,18 reseñas · 2 fotos,5 estrellas,,Hace un año,10-20 €,5,4,4,,"Marcela Ospina
18 reseñas · 2 fotos






Hace un año
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
Lola Montero,15 reseñas · 45 fotos,3 estrellas,,Hace un año,,4,4,3,,"Lola Montero
15 reseñas · 45 fotos






Hace un año
Comida: 4
Servicio: 4
Ambiente: 3

Me gusta

Compartir"
Arthur Vianna,Local Guide · 8 reseñas · 42 fotos,4 estrellas,,Hace un año,,5,4,3,,"Arthur Vianna
Local Guide · 8 reseñas · 42 fotos






Hace un año
Comida: 5
Servicio: 4
Ambiente: 3

Me gusta

Compartir"
Yuko Matsuzaki,Local Guide · 70 reseñas · 316 fotos,5 estrellas,muchas tapas!!,Hace 7 años,,,,,,"Yuko Matsuzaki
Local Guide · 70 reseñas · 316 fotos






Hace 7 años
muchas tapas!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Oscar Gómez,Local Guide · 6 reseñas · 68 fotos,4 estrellas,,Hace un año,,4,2,5,,"Oscar Gómez
Local Guide · 6 reseñas · 68 fotos






Hace un año
Comida: 4
Servicio: 2
Ambiente: 5

Me gusta

Compartir"
James Warner,Local Guide · 84 reseñas · 23 fotos,5 estrellas,¡Es un éxito!,Hace 6 años,,,,,,"James Warner
Local Guide · 84 reseñas · 23 fotos






Hace 6 años
¡Es un éxito!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
おちかんた,53 reseñas · 22 fotos,5 estrellas,¡gracias!,Hace un año,,,,,,"おちかんた
53 reseñas · 22 fotos






Hace un año
¡gracias!
Traducido por Google ・ Ver original (japonés)

Me gusta

Compartir"
Carlos Fernández,Local Guide · 19 reseñas · 1 foto,4 estrellas,,Hace un año,,,,,,"Carlos Fernández
Local Guide · 19 reseñas · 1 foto






Hace un año
Servicio
Comí allí
Tipo de comida
Cena

Me gusta

Compartir"
PD CZ,Local Guide · 5 reseñas · 3 fotos,5 estrellas,,Hace 2 años,10-20 €,,,,,"PD CZ
Local Guide · 5 reseñas · 3 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €

Me gusta

Compartir"
gonzalo,Local Guide · 34 reseñas · 12 fotos,5 estrellas,,Hace 2 años,10-20 €,,,,,"gonzalo
Local Guide · 34 reseñas · 12 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €

Me gusta

Compartir"
Joaquin Espinosa Martin,Local Guide · 47 reseñas · 1 foto,3 estrellas,,Hace 2 años,1-10 €,,,,,"Joaquin Espinosa Martin
Local Guide · 47 reseñas · 1 foto






Hace 2 años
Tipo de comida
Otro
Precio por persona
1-10 €

Me gusta

Compartir"
nacho murgui,4 reseñas,5 estrellas,,Hace 2 años,1-10 €,,,,,"nacho murgui
4 reseñas






Hace 2 años
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
1-10 €

Me gusta

Compartir"
Karen J Pérez,Local Guide · 28 reseñas · 72 fotos,5 estrellas,,Hace 2 años,1-10 €,,,,,"Karen J Pérez
Local Guide · 28 reseñas · 72 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
1-10 €

Me gusta

Compartir"
Santiago Emanuel,12 reseñas,5 estrellas,,Hace 2 años,,5,4,3,,"Santiago Emanuel
12 reseñas






Hace 2 años
Comida: 5
Servicio: 4
Ambiente: 3

Me gusta

Compartir"
Miguel Menéndez Díaz,Local Guide · 51 reseñas · 28 fotos,5 estrellas,,Hace 2 años,,5,5,5,,"Miguel Menéndez Díaz
Local Guide · 51 reseñas · 28 fotos






Hace 2 años
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Enrique Ubeda Precioso,Local Guide · 19 reseñas · 27 fotos,5 estrellas,,Hace 2 años,1-10 €,,,,,"Enrique Ubeda Precioso
Local Guide · 19 reseñas · 27 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
1-10 €

Me gusta

Compartir"
Rafael Cordero,Local Guide · 3 reseñas · 1 foto,4 estrellas,,Hace 2 años,,,,,,"Rafael Cordero
Local Guide · 3 reseñas · 1 foto






Hace 2 años
Servicio
Comí allí

Me gusta

Compartir"
Fernando de Haya,Local Guide · 4 reseñas · 24 fotos,5 estrellas,,Hace 2 años,,,,,,"Fernando de Haya
Local Guide · 4 reseñas · 24 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Cena

Me gusta

Compartir"
Rafa Monteagudo,3 reseñas · 2 fotos,3 estrellas,,Hace 2 años,,,,,,"Rafa Monteagudo
3 reseñas · 2 fotos






Hace 2 años
Tipo de comida
Otro

Me gusta

Compartir"
Gloria Gila Perez,17 reseñas,4 estrellas,,Hace 2 años,,,,,,"Gloria Gila Perez
17 reseñas






Hace 2 años
Tipo de comida
Otro

Me gusta

Compartir"
elvira hernández,12 reseñas · 3 fotos,4 estrellas,,Hace 2 años,,,,,,"elvira hernández
12 reseñas · 3 fotos






Hace 2 años
Servicio
Comí allí
Tipo de comida
Cena

Me gusta

Compartir"
marta raya benitez,3 reseñas,5 estrellas,¡¡¡Demasiado!!!,Hace 6 años,,,,,,"marta raya benitez
3 reseñas






Hace 6 años
¡¡¡Demasiado!!!
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Eros Guerrero (HeroStudio),Local Guide · 172 reseñas · 1 foto,4 estrellas,Muchas personas,Hace 3 años,,,,,,"Eros Guerrero (HeroStudio)
Local Guide · 172 reseñas · 1 foto






Hace 3 años
Muchas personas
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jesús Millón,Local Guide · 828 reseñas · 3.094 fotos,4 estrellas,,hace 4 días,,3,4,4,,"Jesús Millón
Local Guide · 828 reseñas · 3.094 fotos






hace 4 días
NUEVA
Comida: 3
Servicio: 4
Ambiente: 4

1

Compartir"
felix sanchez,Local Guide · 18 reseñas · 337 fotos,4 estrellas,,hace 5 días,,,,,,"felix sanchez
Local Guide · 18 reseñas · 337 fotos






hace 5 días
NUEVA"
Carlos Bravo Díaz,6 reseñas · 1 foto,5 estrellas,,Hace una semana,10-20 €,4,3,3,,"Carlos Bravo Díaz
6 reseñas · 1 foto






Hace una semana
NUEVA
Precio por persona
10-20 €
Comida: 4
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
Melissa Moreno,9 reseñas · 1 foto,3 estrellas,,Hace una semana,1-10 €,3,3,3,,"Melissa Moreno
9 reseñas · 1 foto






Hace una semana
NUEVA
Precio por persona
1-10 €
Comida: 3
Servicio: 3
Ambiente: 3

Me gusta

Compartir"
ezequiel zeque Sanchez,Local Guide · 36 reseñas · 174 fotos,5 estrellas,,Hace una semana,,5,5,5,,"ezequiel zeque Sanchez
Local Guide · 36 reseñas · 174 fotos






Hace una semana
NUEVA
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Begonya Martin,Local Guide · 7 reseñas · 13 fotos,5 estrellas,,Hace una semana,,,,,,"Begonya Martin
Local Guide · 7 reseñas · 13 fotos






Hace una semana
NUEVA"
Lalo Cedeño,4 reseñas,5 estrellas,,Hace un mes,,,,,,"Lalo Cedeño
4 reseñas






Hace un mes"
Rafa Calvo,Local Guide · 7 reseñas · 16 fotos,4 estrellas,,Hace un mes,,,,,,"Rafa Calvo
Local Guide · 7 reseñas · 16 fotos






Hace un mes"
Miguel Angel Ossorio Rodríguez,Local Guide · 19 reseñas · 9 fotos,4 estrellas,,Hace un mes,1-10 €,,,,Tapas Y Dobles de Cerveza,"Miguel Angel Ossorio Rodríguez
Local Guide · 19 reseñas · 9 fotos






Hace un mes
Precio por persona
1-10 €
Platos recomendados
Tapas Y Dobles de Cerveza

Me gusta

Compartir"
Franco Nicosia,6 reseñas,2 estrellas,,Hace un mes,10-20 €,2,1,1,,"Franco Nicosia
6 reseñas






Hace un mes
Precio por persona
10-20 €
Comida: 2
Servicio: 1
Ambiente: 1

Me gusta

Compartir"
David Fernández Mariscal,Local Guide · 85 reseñas · 27 fotos,4 estrellas,,Hace un mes,1-10 €,4,3,4,,"David Fernández Mariscal
Local Guide · 85 reseñas · 27 fotos






Hace un mes
Precio por persona
1-10 €
Comida: 4
Servicio: 3
Ambiente: 4

Me gusta

Compartir"
Elena Díaz Bercial,Local Guide · 2 reseñas,4 estrellas,,Hace 2 meses,10-20 €,4,2,4,"Tapas Y Dobles de Cerveza, Tapas de Patatas Mixtas Y Tapa de Croquetas Con Sandwich Mixto, Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza, Tapa Surtida, Apertivo, Tapa de Paella, Tapas Y Cervezas y Arroz Con Pollo","Elena Díaz Bercial
Local Guide · 2 reseñas






Hace 2 meses
Precio por persona
10-20 €
Comida: 4
Servicio: 2
Ambiente: 4
Platos recomendados
Tapas Y Dobles de Cerveza, Tapas de Patatas Mixtas Y Tapa de Croquetas Con Sandwich Mixto, Patatas Bravas O Alioli, Croquetas de Jamon Y Queso, Patatas Mixtas Sandwiches Mixtos Croquetas Y Dos Dobles de Cerveza, Tapa Surtida, Apertivo, Tapa de Paella, Tapas Y Cervezas y Arroz Con Pollo

Me gusta

Compartir"
Juan Carlos García,6 reseñas,5 estrellas,,Hace 2 meses,10-20 €,5,4,5,,"Juan Carlos García
6 reseñas






Hace 2 meses
Precio por persona
10-20 €
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Mafer Rincon,Local Guide · 73 reseñas · 185 fotos,4 estrellas,,Hace 3 meses,,4,4,4,,"Mafer Rincon
Local Guide · 73 reseñas · 185 fotos






Hace 3 meses
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
ANGEL Francisco Herranz Ramos,Local Guide · 28 reseñas · 16 fotos,4 estrellas,,Hace 3 meses,30-40 €,5,3,4,Croquetas de Jamon Y Queso,"ANGEL Francisco Herranz Ramos
Local Guide · 28 reseñas · 16 fotos






Hace 3 meses
Precio por persona
30-40 €
Comida: 5
Servicio: 3
Ambiente: 4
Platos recomendados
Croquetas de Jamon Y Queso

Me gusta

Compartir"
Ana Bellver,,1 estrella,,Hace 3 meses,,,,,,"Ana Bellver






Hace 3 meses"
margarita margarita,Local Guide · 8 reseñas,5 estrellas,,Hace 3 meses,,,,,,"margarita margarita
Local Guide · 8 reseñas






Hace 3 meses"
Cristian Andre Echeverria Roa,Local Guide · 28 reseñas · 9 fotos,5 estrellas,,Hace 3 meses,1-10 €,5,3,5,Tapas Y Dobles de Cerveza y Tapas Y Cervezas,"Cristian Andre Echeverria Roa
Local Guide · 28 reseñas · 9 fotos






Hace 3 meses
Precio por persona
1-10 €
Comida: 5
Servicio: 3
Ambiente: 5
Platos recomendados
Tapas Y Dobles de Cerveza y Tapas Y Cervezas

Me gusta

Compartir"
Fatima Diaz,2 reseñas · 12 fotos,5 estrellas,,Hace 4 meses,1-10 €,5,5,5,Patatas Bravas O Alioli,"Fatima Diaz
2 reseñas · 12 fotos






Hace 4 meses
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Patatas Bravas O Alioli

Me gusta

Compartir"
Emmanuel Chavignon,1 reseña,5 estrellas,,Hace 4 meses,,,,,,"Emmanuel Chavignon
1 reseña






Hace 4 meses"
LUIS FERNANDEZ CURSACH,Local Guide · 51 reseñas · 197 fotos,4 estrellas,,Hace 4 meses,,4,5,4,,"LUIS FERNANDEZ CURSACH
Local Guide · 51 reseñas · 197 fotos






Hace 4 meses
Comida: 4
Servicio: 5
Ambiente: 4

Me gusta

Compartir"
David Galán,Local Guide · 4 reseñas,5 estrellas,,Hace 4 meses,,5,5,5,,"David Galán
Local Guide · 4 reseñas






Hace 4 meses
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Teresa Petit,Local Guide · 53 reseñas · 12 fotos,5 estrellas,,Hace 4 meses,,5,3,5,,"Teresa Petit
Local Guide · 53 reseñas · 12 fotos






Hace 4 meses
Comida: 5
Servicio: 3
Ambiente: 5

Me gusta

Compartir"
Juan Carlos Sanchez Fernandez,Local Guide · 20 reseñas · 48 fotos,4 estrellas,,Hace 4 meses,40-50 €,3,1,3,,"Juan Carlos Sanchez Fernandez
Local Guide · 20 reseñas · 48 fotos






Hace 4 meses
Precio por persona
40-50 €
Comida: 3
Servicio: 1
Ambiente: 3

Me gusta

Compartir"
Dairene Toro,Local Guide · 40 reseñas · 15 fotos,5 estrellas,,Hace 4 meses,1-10 €,,,,,"Dairene Toro
Local Guide · 40 reseñas · 15 fotos






Hace 4 meses
Precio por persona
1-10 €

Me gusta

Compartir"
Tamar Vicario Garcia,Local Guide · 132 reseñas · 136 fotos,5 estrellas,,Hace 4 meses,1-10 €,5,5,5,,"Tamar Vicario Garcia
Local Guide · 132 reseñas · 136 fotos






Hace 4 meses
Precio por persona
1-10 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Antonio Ventero,Local Guide · 55 reseñas · 426 fotos,4 estrellas,,Hace 4 meses,,4,2,3,,"Antonio Ventero
Local Guide · 55 reseñas · 426 fotos






Hace 4 meses
Comida: 4
Servicio: 2
Ambiente: 3

Me gusta

Compartir"
